;num_tipo;codigo;banco;descricao;tipo;unidade;quantidade;valor_unitario;total
;Composição Auxiliar; 95241 ;SINAPI;LASTRO DE CONCRETO MAGRO, APLICADO EM PISOS, LAJES SOBRE SOLO OU RADIERS, ESPESSURA DE 5 CM. AF_01/2024;FUES - FUNDAÇÕES E ESTRUTURAS;m²;1,9256000;34,52;66,47
;Composição Auxiliar; 88489 ;SINAPI;PINTURA LÁTEX ACRÍLICA PREMIUM, APLICAÇÃO MANUAL EM PAREDES, DUAS DEMÃOS. AF_04/2023;PINT - PINTURAS;m²;0,4761000;11,83;5,63
;Insumo; 00010886 ;SINAPI;EXTINTOR DE INCENDIO PORTATIL COM CARGA DE AGUA PRESSURIZADA DE 10 L, CLASSE A;Material;UN;0,0966000;243,23;23,49
;Insumo; 00010891 ;SINAPI;EXTINTOR DE INCENDIO PORTATIL COM CARGA DE PO QUIMICO SECO (PQS) DE 4 KG, CLASSE BC;Material;UN;0,0966000;235,21;22,72
; 1.1.9 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 0101001151 ;AGESUL;EXECUCAO DE REFEITORIO EM CANTEIRO DE OBRAS, FORA DA PROJECAO DA LAJE, EM CHAPA DE MADEIRA COMPENSADA, NAO INCLUSO MOBILIARIO E EQUIPAMENTOS;1;m²;1,0000000;709,92;709,92
;Insumo; 1743 ;AGESUL;TERMINAL DE VENTILACAO, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, JUNTA SOLDAVEL, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITARIO OU VENTILACAO. AF_08/2022 - SINAPI - 104348;Material;UN;0,0222200;11,01;0,24
;Insumo; 1846 ;AGESUL;"REGISTRO DE GAVETA BRUTO, LATAO, ROSCAVEL, 1"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALACAO. AF_08/2021 - SINAPI - 94792";Material;UN;0,0444400;104,12;4,62
;Insumo; 1805 ;AGESUL;TOMADA ALTA DE EMBUTIR (1 MODULO), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALACAO. AF_03/2023 - SINAPI - 91992;Material;UN;0,0444400;41,47;1,84
;Insumo; 1819 ;AGESUL;CABO DE COBRE FLEXIVEL ISOLADO, 25 MM2, ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUICAO DE ENERGIA ELETRICA - FORNECIMENTO E INSTALACAO. AF_12/2021 - SINAPI - 92984;Material; M;0,1800000;26,59;4,78
;Insumo; 1792 ;AGESUL;FECHADURA DE EMBUTIR COM CILINDRO, EXTERNA, COMPLETA, ACABAMENTO PADRAO POPULAR, INCLUSO EXECUCAO DE FURO - FORNECIMENTO E INSTALACAO. AF_12/2019 - SINAPI - 91304;Material;UN;0,0444400;103,36;4,59
;Insumo; 1822 ;AGESUL;"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCAVEL, DN 75 MM (2 1/2""), PARA REDE ENTERRADA DE DISTRIBUICAO DE ENERGIA ELETRICA - FORNECIMENTO E INSTALACAO. AF_12/2021 - SINAPI - 93022";Material;UN;0,0222200;39,62;0,88
;Insumo; 1852 ;AGESUL;ELETRODUTO RIGIDO SOLDAVEL, PVC, DN 32 MM (1), APARENTE - FORNECIMENTO E INSTALACAO. AF_10/2022_PA - SINAPI - 95728;Material; M;0,1733300;26,41;4,57
;Insumo; 1857 ;AGESUL;CABO ELETRONICO CATEGORIA 5E, INSTALADO EM EDIFICACAO RESIDENCIAL - FORNECIMENTO E INSTALACAO. AF_11/2019 - SINAPI - 98294;Material; M;0,0266600;7,15;0,19
;Insumo; 1831 ;AGESUL;TELHAMENTO COM TELHA ONDULADA DE FIBROCIMENTO E = 6 MM, COM RECOBRIMENTO LATERAL DE 1 1/4 DE ONDA PARA TELHADO COM INCLINACAO MAXIMA DE 10°, COM ATE 2 AGUAS, INCLUSO ICAMENTO. AF_07/2019 - SINAPI - 94210;Material;m²;1,4506600;50,73;73,59
;Insumo; 1802 ;AGESUL;"CAIXA OCTOGONAL 3"" X 3"", PVC, INSTALADA EM LAJE - FORNECIMENTO E INSTALACAO. AF_03/2023 - SINAPI - 91937";Material;UN;0,1333300;13,82;1,84
;Insumo; 1782 ;AGESUL;JOELHO 90 GRAUS, PVC, SOLDAVEL, DN 25MM, INSTALADO EM DRENO DE AR-CONDICIONADO - FORNECIMENTO E INSTALACAO. AF_08/2022 - SINAPI - 89866;Material;UN;0,0888800;7,05;0,62
;Insumo; 1772 ;AGESUL;JOELHO 90 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, JUNTA ELASTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITARIO. AF_08/2022 - SINAPI - 89731;Material;UN;0,1777700;14,32;2,54
;Insumo; 1851 ;AGESUL;ELETRODUTO RIGIDO SOLDAVEL, PVC, DN 25 MM (3/4), APARENTE - FORNECIMENTO E INSTALACAO. AF_10/2022_PA - SINAPI - 95727;Material; M;0,8602200;20,74;17,84
;Insumo; 1859 ;AGESUL;PAREDE DE MADEIRA COMPENSADA PARA CONSTRUCAO TEMPORARIA EM CHAPA SIMPLES, EXTERNA, SEM VAO. AF_03/2024 - SINAPI - 98441;Material;m²;0,9444400;96,13;90,78
;Insumo; 1781 ;AGESUL;TUBO, PVC, SOLDAVEL, DN 25MM, INSTALADO EM DRENO DE AR-CONDICIONADO - FORNECIMENTO E INSTALACAO. AF_08/2022 - SINAPI - 89865;Material; M;0,1022200;16,10;1,64
;Insumo; 1830 ;AGESUL;DISJUNTOR TRIPOLAR TIPO DIN, CORRENTE NOMINAL DE 50A - FORNECIMENTO E INSTALACAO. AF_10/2020 - SINAPI - 93673;Material;UN;0,0222200;97,27;2,16
;Insumo; 1855 ;AGESUL;LUMINARIA TIPO CALHA, DE SOBREPOR, COM 1 LAMPADA TUBULAR FLUORESCENTE DE 36 W, COM REATOR DE PARTIDA RAPIDA - FORNECIMENTO E INSTALACAO. AF_02/2020 - SINAPI - 97584;Material;UN;0,1333300;120,40;16,05
;Insumo; 1777 ;AGESUL;TE, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 X 50 MM, JUNTA ELASTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITARIO. AF_08/2022 - SINAPI - 89784;Material;UN;0,0222200;23,30;0,51
;Insumo; 1778 ;AGESUL;JUNCAO SIMPLES, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 X 50 MM, JUNTA ELASTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITARIO. AF_08/2022 - SINAPI - 89785;Material;UN;0,0222200;25,61;0,56
;Insumo; 1814 ;AGESUL;TRAMA DE MADEIRA COMPOSTA POR TERCAS PARA TELHADOS DE ATE 2 AGUAS PARA TELHA ONDULADA DE FIBROCIMENTO, METALICA, PLASTICA OU TERMOACUSTICA, INCLUSO TRANSPORTE VERTICAL. AF_07/2019 - SINAPI - 92543;Material;m²;1,4506600;25,20;36,55
;Insumo; 1825 ;AGESUL;DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 16A - FORNECIMENTO E INSTALACAO. AF_10/2020 - SINAPI - 93661;Material;UN;0,0222200;58,60;1,30
;Insumo; 1756 ;AGESUL;TUBO, PVC, SOLDAVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE AGUA - FORNECIMENTO E INSTALACAO. AF_06/2022 - SINAPI - 89356;Material; M;0,2123300;22,06;4,68
;Insumo; 1849 ;AGESUL;EXECUCAO DE PASSEIO (CALCADA) OU PISO DE CONCRETO COM CONCRETO MOLDADO IN LOCO, FEITO EM OBRA, ACABAMENTO CONVENCIONAL, ESPESSURA 6 CM, ARMADO. AF_08/2022 - SINAPI - 94992;Material;m²;1,0000000;75,44;75,44
;Insumo; 1807 ;AGESUL;TOMADA MEDIA DE EMBUTIR (1 MODULO), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALACAO. AF_03/2023 - SINAPI - 91997;Material;UN;0,0666600;34,00;2,26
;Insumo; 1821 ;AGESUL;"ELETRODUTO RIGIDO ROSCAVEL, PVC, DN 75 MM (2 1/2""), PARA REDE ENTERRADA DE DISTRIBUICAO DE ENERGIA ELETRICA - FORNECIMENTO E INSTALACAO. AF_12/2021 - SINAPI - 93010";Material; M;0,0066600;39,02;0,25
;Insumo; 1850 ;AGESUL;LASTRO DE CONCRETO MAGRO, APLICADO EM PISOS, LAJES SOBRE SOLO OU RADIERS, ESPESSURA DE 3 CM. AF_01/2024 - SINAPI - 95240;Material;m²;1,0000000;17,94;17,94
;Insumo; 1817 ;AGESUL;FABRICACAO E INSTALACAO DE TESOURA INTEIRA EM MADEIRA NAO APARELHADA, VAO DE 5 M, PARA TELHA ONDULADA DE FIBROCIMENTO, METALICA, PLASTICA OU TERMOACUSTICA, INCLUSO ICAMENTO. AF_07/2019 - SINAPI - 92557;Material;UN;0,0888800;1.362,81;121,12
;Insumo; 1809 ;AGESUL;TOMADA BAIXA DE EMBUTIR (1 MODULO), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALACAO. AF_03/2023 - SINAPI - 92001;Material;UN;0,0444400;30,37;1,34
;Insumo; 1790 ;AGESUL;PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MEDIA), 80X210CM, ESPESSURA DE 3,5CM, INCLUSO DOBRADICAS - FORNECIMENTO E INSTALACAO. AF_12/2019 - SINAPI - 90822;Material;UN;0,0444400;401,03;17,82
;Insumo; 1728 ;AGESUL;EXTINTOR DE INCENDIO PORTATIL COM CARGA DE PQS DE 4 KG, CLASSE BC - FORNECIMENTO E INSTALACAO. AF_10/2020_PE - SINAPI - 101908;Material;UN;0,0444400;258,08;11,46
;Insumo; 1824 ;AGESUL;DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 16A - FORNECIMENTO E INSTALACAO. AF_10/2020 - SINAPI - 93654;Material;UN;0,0666600;12,39;0,82
;Insumo; 1795 ;AGESUL;"ELETRODUTO FLEXIVEL CORRUGADO REFORCADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALACAO. AF_03/2023 - SINAPI - 91845";Material; M;0,7248800;8,09;5,86
;Insumo; 1798 ;AGESUL;CABO DE COBRE FLEXIVEL ISOLADO, 1,5 MM2, ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALACAO. AF_03/2023 - SINAPI - 91925;Material; M;1,0077700;3,44;3,46
;Insumo; 1861 ;AGESUL;PAREDE DE MADEIRA COMPENSADA PARA CONSTRUCAO TEMPORARIA EM CHAPA SIMPLES, EXTERNA, COM AREA LIQUIDA MAIOR OU IGUAL A 6 M2, COM VAO. AF_03/2024 - SINAPI - 98445;Material;m²;0,1920000;111,32;21,37
;Insumo; 1768 ;AGESUL;TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITARIO. AF_08/2022 - SINAPI - 89712;Material; M;0,2242200;25,90;5,80
;Insumo; 1758 ;AGESUL;JOELHO 90 GRAUS, PVC, SOLDAVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE AGUA - FORNECIMENTO E INSTALACAO. AF_06/2022 - SINAPI - 89362;Material;UN;0,1555500;9,05;1,40
;Insumo; 1759 ;AGESUL;JOELHO 45 GRAUS, PVC, SOLDAVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE AGUA - FORNECIMENTO E INSTALACAO. AF_06/2022 - SINAPI - 89363;Material;UN;0,0222200;9,81;0,21
;Insumo; 1729 ;AGESUL;PINTURA TINTA DE ACABAMENTO (PIGMENTADA) ESMALTE SINTETICO FOSCO EM MADEIRA, 2 DEMAOS. AF_01/2021 - SINAPI - 102218;Material;m²;2,2728800;15,28;34,72
;Insumo; 1820 ;AGESUL;CABO DE COBRE FLEXIVEL ISOLADO, 50 MM2, ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUICAO DE ENERGIA ELETRICA - FORNECIMENTO E INSTALACAO. AF_12/2021 - SINAPI - 92988;Material; M;0,5400000;53,41;28,84
;Insumo; 1799 ;AGESUL;CABO DE COBRE FLEXIVEL ISOLADO, 2,5 MM2, ANTI-CHAMA 0,6/1,0 KV, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALACAO. AF_03/2023 - SINAPI - 91927;Material; M;4,6800000;4,63;21,66
;Insumo; 1727 ;AGESUL;QUADRO DE DISTRIBUICAO DE ENERGIA EM CHAPA DE ACO GALVANIZADO, DE EMBUTIR, COM BARRAMENTO TRIFASICO, PARA 18 DISJUNTORES DIN 100A - FORNECIMENTO E INSTALACAO. AF_10/2020 - SINAPI - 101883;Material;UN;0,0111100;501,84;5,57
;Insumo; 1856 ;AGESUL;LUMINARIA DE EMERGENCIA, COM 30 LAMPADAS LED DE 2 W, SEM REATOR - FORNECIMENTO E INSTALACAO. AF_02/2020 - SINAPI - 97599;Material;UN;0,0444400;21,30;0,94
;Insumo; 1804 ;AGESUL;INTERRUPTOR PARALELO (1 MODULO), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALACAO. AF_03/2023 - SINAPI - 91955;Material;UN;0,0444400;33,08;1,47
;Insumo; 1835 ;AGESUL;JANELA DE ALUMINIO DE CORRER COM 2 FOLHAS PARA VIDROS, COM VIDROS, BATENTE, ACABAMENTO COM ACETATO OU BRILHANTE E FERRAGENS. EXCLUSIVE ALIZAR E CONTRAMARCO. FORNECIMENTO E INSTALACAO. AF_12/2019 - SINAPI - 94570;Material;m²;0,0666600;476,82;31,78
;Insumo; 1752 ;AGESUL;LAVATORIO LOUCA BRANCA SUSPENSO, 29,5 X 39CM OU EQUIVALENTE, PADRAO POPULAR, INCLUSO SIFAO FLEXIVEL EM PVC, VALVULA E ENGATE FLEXIVEL 30CM EM PLASTICO E TORNEIRA CROMADA DE MESA, PADRAO POPULAR - FORNECIMENTO E INSTALACAO. AF_01/2020 - SINAPI - 86943;Material;UN;0,0222200;261,42;5,80
;Insumo; 1826 ;AGESUL;DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 20A - FORNECIMENTO E INSTALACAO. AF_10/2020 - SINAPI - 93662;Material;UN;0,0222200;61,02;1,35
;Insumo; 1762 ;AGESUL;TE, PVC, SOLDAVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE AGUA - FORNECIMENTO E INSTALACAO. AF_06/2022 - SINAPI - 89395;Material;UN;0,0444400;12,50;0,55
;Insumo; 1726 ;AGESUL;QUADRO DE DISTRIBUICAO DE ENERGIA EM CHAPA DE ACO GALVANIZADO, DE EMBUTIR, COM BARRAMENTO TRIFASICO, PARA 24 DISJUNTORES DIN 100A - FORNECIMENTO E INSTALACAO. AF_10/2020 - SINAPI - 101879;Material;UN;0,0111100;526,34;5,84
;Insumo; 1806 ;AGESUL;TOMADA MEDIA DE EMBUTIR (1 MODULO), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALACAO. AF_03/2023 - SINAPI - 91996;Material;UN;0,0444400;32,10;1,42
;Insumo; 1751 ;AGESUL;BANCADA DE MARMORE SINTETICO 120 X 60CM, COM CUBA INTEGRADA, INCLUSO SIFAO TIPO FLEXIVEL EM PVC, VALVULA EM PLASTICO CROMADO TIPO AMERICANA E TORNEIRA CROMADA LONGA, DE PAREDE, PADRAO POPULAR - FORNECIMENTO E INSTALACAO. AF_01/2020 - SINAPI - 86934;Material;UN;0,0222200;497,87;11,06
; 1.1.10 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 0101001156 ;AGESUL;BEBEDOURO INDUSTRIAL DE COLUNA EM ACO INOX, CAPACIDADE DE 50 LITROS, 2 TORNEIRAS, KIT INSTALACAO E FILTRO BACTERIOLOGICO, REF. KX-05 DA KNOX OU SIMILAR (REAPROVEITAMENTO DE 6X);1;UN;1,0000000;478,16;478,16
;Insumo; 1617 ;AGESUL;BEBEDOURO INDUSTRIAL DE COLUNA EM ACO INOX, CAPACIDADE DE 50 LITROS, 2 TORNEIRAS, KIT INSTALACAO E FILTRO BACTERIOLOGICO DA KNOX OU SIMILAR;Material;UN;0,1667000;2.729,98;455,08
;Insumo; 4005 ;AGESUL;ENCANADOR OU BOMBEIRO HIDRAULICO COM ENCARGOS COMPLEMENTARES - SINAPI - 88267;Mão de Obra;H;0,5000000;25,28;12,64
;Insumo; 4052 ;AGESUL;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRAULICO COM ENCARGOS COMPLEMENTARES - SINAPI - 88248;Mão de Obra;H;0,5000000;20,89;10,44
; 1.1.11 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 95877 ;SINAPI;TRANSPORTE COM CAMINHÃO BASCULANTE DE 18 M³, EM VIA URBANA PAVIMENTADA, DMT ATÉ 30 KM (UNIDADE: M3XKM). AF_07/2020;TRAN - TRANSPORTES, CARGAS E DESCARGAS;M3XKM;1,0000000;1,82;1,82
;Composição Auxiliar; 89883 ;SINAPI;CAMINHÃO BASCULANTE 18 M3, COM CAVALO MECÂNICO DE CAPACIDADE MÁXIMA DE TRAÇÃO COMBINADO DE 45000 KG, POTÊNCIA 330 CV, INCLUSIVE SEMIREBOQUE COM CAÇAMBA METÁLICA - CHP DIURNO. AF_12/2014;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,0046000;359,77;1,65
;Composição Auxiliar; 89884 ;SINAPI;CAMINHÃO BASCULANTE 18 M3, COM CAVALO MECÂNICO DE CAPACIDADE MÁXIMA DE TRAÇÃO COMBINADO DE 45000 KG, POTÊNCIA 330 CV, INCLUSIVE SEMIREBOQUE COM CAÇAMBA METÁLICA - CHI DIURNO. AF_12/2014;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHI;0,0020000;87,74;0,17
; 1.1.12 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 103689 ;SINAPI;FORNECIMENTO E INSTALAÇÃO DE PLACA DE OBRA COM CHAPA GALVANIZADA E ESTRUTURA DE MADEIRA. AF_03/2022_PS;PAVI - PAVIMENTAÇÃO;m²;1,0000000;310,74;310,74
;Composição Auxiliar; 88316 ;SINAPI;SERVENTE COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;1,1186000;20,96;23,44
;Composição Auxiliar; 102234 ;SINAPI;PINTURA IMUNIZANTE PARA MADEIRA, 2 DEMÃOS. AF_01/2021;PINT - PINTURAS;m²;0,5000000;28,22;14,11
;Composição Auxiliar; 88262 ;SINAPI;CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,3729000;25,69;9,57
;Insumo; 00004813 ;SINAPI;PLACA DE OBRA (PARA CONSTRUCAO CIVIL) EM CHAPA GALVANIZADA *N. 22*, ADESIVADA, DE *2,4 X 1,2* M (SEM POSTES PARA FIXACAO);Material;m²;1,0000000;250,00;250,00
;Insumo; 00004509 ;SINAPI;SARRAFO *2,5 X 10* CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA;Material;M;3,2083000;4,04;12,96
;Insumo; 00005069 ;SINAPI;PREGO DE ACO POLIDO COM CABECA 17 X 27 (2 1/2 X 11);Material;KG;0,0132000;19,69;0,25
;Insumo; 00005065 ;SINAPI;PREGO DE ACO POLIDO COM CABECA 10 X 10 (7/8 X 17);Material;KG;0,0113000;36,74;0,41
; 1.2 ;;;MOVIMENTAÇÃO DE TERRA NO CENTRO DE EVENTOS;;;;;58.542,18
; 1.2.1 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 0101001111 ;AGESUL;REGULARIZACAO DO SOLO COM IRREGULARIDADES ATE 0,20 M;1;m²;1,0000000;8,38;8,38
;Insumo; 4014 ;AGESUL;SERVENTE COM ENCARGOS COMPLEMENTARES - SINAPI - 88316;Mão de Obra;H;0,4000000;20,96;8,38
; 1.3 ;;;ESTRUTURA DE CONCRETO ARMADO;;;;;4.255.273,42
; 1.3.1 ;;;ESTACAS;;;;;206.510,16
; 1.3.1.1 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; ARENA_CPU 23 ;Próprio;ESTACA ESCAVADA MECANICAMENTE. SEM FLUIDO ESTABILIZANTE. COM 30CM DE DIÂMETRO. CONCRETO LANÇADO POR CAMINHÃO BETONEIRA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO), INCLUSIVE ARMADURA MÍNIMA;SEDI - SERVIÇOS DIVERSOS;M;1,0000000;102,42;102,42
;Composição Auxiliar; 97913 ;SINAPI;TRANSPORTE COM CAMINHÃO BASCULANTE DE 6 M³, EM VIA URBANA EM REVESTIMENTO PRIMÁRIO (UNIDADE: M3XKM). AF_07/2020;TRAN - TRANSPORTES, CARGAS E DESCARGAS;M3XKM;0,0311000;3,15;0,09
;Composição Auxiliar; 90680 ;SINAPI;PERFURATRIZ HIDRÁULICA SOBRE CAMINHÃO COM TRADO CURTO ACOPLADO, PROFUNDIDADE MÁXIMA DE 20 M, DIÂMETRO MÁXIMO DE 1500 MM, POTÊNCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 30 KNM - CHP DIURNO. AF_06/2015;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,0275000;419,89;11,54
;Composição Auxiliar; 90778 ;SINAPI;ENGENHEIRO CIVIL DE OBRA PLENO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0051000;123,22;0,62
;Composição Auxiliar; 100973 ;SINAPI;CARGA, MANOBRA E DESCARGA DE SOLOS E MATERIAIS GRANULARES EM CAMINHÃO BASCULANTE 6 M³ - CARGA COM PÁ CARREGADEIRA (CAÇAMBA DE 1,7 A 2,8 M³ / 128 HP) E DESCARGA LIVRE (UNIDADE: M3). AF_07/2020;TRAN - TRANSPORTES, CARGAS E DESCARGAS;m³;0,0918000;8,63;0,79
;Composição Auxiliar; 88316 ;SINAPI;SERVENTE COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2263000;20,96;4,74
;Composição Auxiliar; 90681 ;SINAPI;PERFURATRIZ HIDRÁULICA SOBRE CAMINHÃO COM TRADO CURTO ACOPLADO, PROFUNDIDADE MÁXIMA DE 20 M, DIÂMETRO MÁXIMO DE 1500 MM, POTÊNCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 30 KNM - CHI DIURNO. AF_06/2015;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHI;0,0530000;180,38;9,56
;Composição Auxiliar; 95578 ;SINAPI;MONTAGEM DE ARMADURA DE ESTACAS, DIÂMETRO = 12,5 MM. AF_09/2021_PS;FUES - FUNDAÇÕES E ESTRUTURAS;KG;2,8890000;9,48;27,38
;Insumo; 00038405 ;SINAPI;CONCRETO USINADO BOMBEAVEL, CLASSE DE RESISTENCIA C25, COM BRITA 0 E 1, SLUMP = 130 +/- 20 MM, EXCLUI SERVICO DE BOMBEAMENTO (NBR 8953);Material;m³;0,0777000;613,95;47,70
; 1.3.1.2 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; ARENA_CPU 24 ;Próprio;ESTACA ESCAVADA MECANICAMENTE. SEM FLUIDO ESTABILIZANTE. COM 30CM DE DIÂMETRO. CONCRETO LANÇADO POR CAMINHÃO BETONEIRA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO), INCLUSIVE ARMADURA PARA ESTACA TRACIONADA;SEDI - SERVIÇOS DIVERSOS;M;1,0000000;128,27;128,27
;Composição Auxiliar; 95578 ;SINAPI;MONTAGEM DE ARMADURA DE ESTACAS, DIÂMETRO = 12,5 MM. AF_09/2021_PS;FUES - FUNDAÇÕES E ESTRUTURAS;KG;5,6160000;9,48;53,23
;Composição Auxiliar; 97913 ;SINAPI;TRANSPORTE COM CAMINHÃO BASCULANTE DE 6 M³, EM VIA URBANA EM REVESTIMENTO PRIMÁRIO (UNIDADE: M3XKM). AF_07/2020;TRAN - TRANSPORTES, CARGAS E DESCARGAS;M3XKM;0,0311000;3,15;0,09
;Composição Auxiliar; 90681 ;SINAPI;PERFURATRIZ HIDRÁULICA SOBRE CAMINHÃO COM TRADO CURTO ACOPLADO, PROFUNDIDADE MÁXIMA DE 20 M, DIÂMETRO MÁXIMO DE 1500 MM, POTÊNCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 30 KNM - CHI DIURNO. AF_06/2015;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHI;0,0530000;180,38;9,56
;Composição Auxiliar; 90680 ;SINAPI;PERFURATRIZ HIDRÁULICA SOBRE CAMINHÃO COM TRADO CURTO ACOPLADO, PROFUNDIDADE MÁXIMA DE 20 M, DIÂMETRO MÁXIMO DE 1500 MM, POTÊNCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 30 KNM - CHP DIURNO. AF_06/2015;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,0275000;419,89;11,54
;Composição Auxiliar; 88316 ;SINAPI;SERVENTE COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2263000;20,96;4,74
;Composição Auxiliar; 100973 ;SINAPI;CARGA, MANOBRA E DESCARGA DE SOLOS E MATERIAIS GRANULARES EM CAMINHÃO BASCULANTE 6 M³ - CARGA COM PÁ CARREGADEIRA (CAÇAMBA DE 1,7 A 2,8 M³ / 128 HP) E DESCARGA LIVRE (UNIDADE: M3). AF_07/2020;TRAN - TRANSPORTES, CARGAS E DESCARGAS;m³;0,0918000;8,63;0,79
;Composição Auxiliar; 90778 ;SINAPI;ENGENHEIRO CIVIL DE OBRA PLENO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0051000;123,22;0,62
;Insumo; 00038405 ;SINAPI;CONCRETO USINADO BOMBEAVEL, CLASSE DE RESISTENCIA C25, COM BRITA 0 E 1, SLUMP = 130 +/- 20 MM, EXCLUI SERVICO DE BOMBEAMENTO (NBR 8953);Material;m³;0,0777000;613,95;47,70
; 1.3.1.3 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 95601 ;SINAPI;ARRASAMENTO MECANICO DE ESTACA DE CONCRETO ARMADO, DIAMETROS DE ATÉ 40 CM. AF_05/2021;FUES - FUNDAÇÕES E ESTRUTURAS;UN;1,0000000;17,08;17,08
;Composição Auxiliar; 88316 ;SINAPI;SERVENTE COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,3630000;20,96;7,60
;Composição Auxiliar; 102274 ;SINAPI;MARTELO DEMOLIDOR ELÉTRICO, COM POTÊNCIA DE 2.000 W, 1.000 IMPACTOS POR MINUTO, PESO DE 30 KG -  CHI DIURNO. AF_01/2021;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHI;0,2003000;24,91;4,98
